"ABUNDANCE","BIOMASS","GENUS_SPECIES","SAMPLE_DESC","PLOT","LATITUDE","LONGITUDE","DAY","MONTH","YEAR"
"5","0","Ampedus auripes","49.1029015829753_13.3015322856701_LAW_5_2009","LAW_5","49.102902","13.301532","0","0","2009"
"2","0","Ampedus auripes","49.1029015829753_13.3015322856701_LAW_5_2010","LAW_5","49.102902","13.301532","0","0","2010"
"2","0","Ampedus auripes","49.1040906137965_13.3063848012006_LAO_3_2009","LAO_3","49.104091","13.306385","0","0","2009"
"5","0","Ampedus auripes","49.1040906137965_13.3063848012006_LAO_3_2010","LAO_3","49.104091","13.306385","0","0","2010"
"3","0","Ampedus balteatus","49.0534825802503_13.3405194691253_FAE_24_2008","FAE_24","49.053483","13.340519","0","0","2008"
"5","0","Ampedus balteatus","49.0534825802503_13.3405194691253_FAE_24_2009","FAE_24","49.053483","13.340519","0","0","2009"
"1","0","Ampedus balteatus","49.0534825802503_13.3405194691253_FAE_24_2010","FAE_24","49.053483","13.340519","0","0","2010"
"3","0","Ampedus balteatus","49.0534825802503_13.3405194691253_FAE_24_2011","FAE_24","49.053483","13.340519","0","0","2011"
"2","0","Ampedus balteatus","49.054797494677_13.3400622197705_FAE_21_2008","FAE_21","49.054797","13.340062","0","0","2008"
"1","0","Ampedus balteatus","49.054797494677_13.3400622197705_FAE_21_2009","FAE_21","49.054797","13.340062","0","0","2009"
"2","0","Ampedus balteatus","49.054797494677_13.3400622197705_FAE_21_2010","FAE_21","49.054797","13.340062","0","0","2010"
"7","0","Ampedus balteatus","49.0561124056231_13.3396050837537_FAE_18_2008","FAE_18","49.056112","13.339605","0","0","2008"
"1","0","Ampedus balteatus","49.0561124056231_13.3396050837537_FAE_18_2010","FAE_18","49.056112","13.339605","0","0","2010"
"3","0","Ampedus balteatus","49.0569890129279_13.3393002221788_FAE_16_2008","FAE_16","49.056989","13.339300","0","0","2008"
"2","0","Ampedus balteatus","49.0569890129279_13.3393002221788_FAE_16_2009","FAE_16","49.056989","13.339300","0","0","2009"
"3","0","Ampedus balteatus","49.0569890129279_13.3393002221788_FAE_16_2011","FAE_16","49.056989","13.339300","0","0","2011"
"1","0","Ampedus balteatus","49.059180436017_13.3385381570068_FAE_11_2008","FAE_11","49.059180","13.338538","0","0","2008"
"2","0","Ampedus balteatus","49.059180436017_13.3385381570068_FAE_11_2009","FAE_11","49.059180","13.338538","0","0","2009"
"2","0","Ampedus balteatus","49.059180436017_13.3385381570068_FAE_11_2010","FAE_11","49.059180","13.338538","0","0","2010"
"1","0","Ampedus balteatus","49.059180436017_13.3385381570068_FAE_11_2011","FAE_11","49.059180","13.338538","0","0","2011"
"1","0","Ampedus balteatus","49.0622484561044_13.3374711025087_FAE_4_2011","FAE_4","49.062248","13.337471","0","0","2011"
"2","0","Ampedus balteatus","49.0626867569168_13.3373186365209_FAE_3_2011","FAE_3","49.062687","13.337319","0","0","2011"
"1","0","Ampedus balteatus","49.0916817304158_13.2870740684653_FKO_6_2008","FKO_6","49.091682","13.287074","0","0","2008"
"1","0","Ampedus balteatus","49.091709663612_13.2857055497981_FKO_4_2009","FKO_4","49.091710","13.285706","0","0","2009"
"1","0","Ampedus balteatus","49.091709663612_13.2857055497981_FKO_4_2010","FKO_4","49.091710","13.285706","0","0","2010"
"1","0","Ampedus balteatus","49.0935443224004_13.2838676452238_FKN_5_2011","FKN_5","49.093544","13.283868","0","0","2011"
"1","0","Ampedus balteatus","49.0975782405244_13.2843512002786_FKN_14_2008","FKN_14","49.097578","13.284351","0","0","2008"
"2","0","Ampedus balteatus","49.0980264031966_13.28440494777_FKN_15_2011","FKN_15","49.098026","13.284405","0","0","2011"
"1","0","Ampedus balteatus","49.1029015829753_13.3015322856701_LAW_5_2008","LAW_5","49.102902","13.301532","0","0","2008"
"1","0","Ampedus balteatus","49.1029015829753_13.3015322856701_LAW_5_2010","LAW_5","49.102902","13.301532","0","0","2010"
"1","0","Ampedus balteatus","49.1029015829753_13.3015322856701_LAW_5_2011","LAW_5","49.102902","13.301532","0","0","2011"
"1","0","Ampedus erythrogonus","49.059180436017_13.3385381570068_FAE_11_2009","FAE_11","49.059180","13.338538","0","0","2009"
"1","0","Ampedus erythrogonus","49.0600570403771_13.3382332589319_FAE_9_2011","FAE_9","49.060057","13.338233","0","0","2011"
"1","0","Ampedus erythrogonus","49.0631250575188_13.3371661679247_FAE_2_2009","FAE_2","49.063125","13.337166","0","0","2009"
"1","0","Ampedus erythrogonus","49.0930961590571_13.2838139081887_FKN_4_2011","FKN_4","49.093096","13.283814","0","0","2011"
"1","0","Ampedus erythrogonus","49.0935443224004_13.2838676452238_FKN_5_2011","FKN_5","49.093544","13.283868","0","0","2011"
"1","0","Ampedus melanurus","49.0622484561044_13.3374711025087_FAE_4_2009","FAE_4","49.062248","13.337471","0","0","2009"
"1","0","Ampedus melanurus","49.0935443224004_13.2838676452238_FKN_5_2010","FKN_5","49.093544","13.283868","0","0","2010"
"1","0","Ampedus melanurus","49.0980264031966_13.28440494777_FKN_15_2011","FKN_15","49.098026","13.284405","0","0","2011"
"6","0","Ampedus nigrinus","49.0534825802503_13.3405194691253_FAE_24_2008","FAE_24","49.053483","13.340519","0","0","2008"
"1","0","Ampedus nigrinus","49.0534825802503_13.3405194691253_FAE_24_2009","FAE_24","49.053483","13.340519","0","0","2009"
"6","0","Ampedus nigrinus","49.0534825802503_13.3405194691253_FAE_24_2010","FAE_24","49.053483","13.340519","0","0","2010"
"1","0","Ampedus nigrinus","49.0534825802503_13.3405194691253_FAE_24_2011","FAE_24","49.053483","13.340519","0","0","2011"
"15","0","Ampedus nigrinus","49.054797494677_13.3400622197705_FAE_21_2008","FAE_21","49.054797","13.340062","0","0","2008"
"3","0","Ampedus nigrinus","49.054797494677_13.3400622197705_FAE_21_2009","FAE_21","49.054797","13.340062","0","0","2009"
"7","0","Ampedus nigrinus","49.054797494677_13.3400622197705_FAE_21_2010","FAE_21","49.054797","13.340062","0","0","2010"
"3","0","Ampedus nigrinus","49.054797494677_13.3400622197705_FAE_21_2011","FAE_21","49.054797","13.340062","0","0","2011"
"25","0","Ampedus nigrinus","49.0561124056231_13.3396050837537_FAE_18_2008","FAE_18","49.056112","13.339605","0","0","2008"
"5","0","Ampedus nigrinus","49.0561124056231_13.3396050837537_FAE_18_2009","FAE_18","49.056112","13.339605","0","0","2009"
"2","0","Ampedus nigrinus","49.0561124056231_13.3396050837537_FAE_18_2010","FAE_18","49.056112","13.339605","0","0","2010"
"1","0","Ampedus nigrinus","49.0561124056231_13.3396050837537_FAE_18_2011","FAE_18","49.056112","13.339605","0","0","2011"
"19","0","Ampedus nigrinus","49.0569890129279_13.3393002221788_FAE_16_2008","FAE_16","49.056989","13.339300","0","0","2008"
"6","0","Ampedus nigrinus","49.0569890129279_13.3393002221788_FAE_16_2009","FAE_16","49.056989","13.339300","0","0","2009"
"2","0","Ampedus nigrinus","49.0569890129279_13.3393002221788_FAE_16_2010","FAE_16","49.056989","13.339300","0","0","2010"
"21","0","Ampedus nigrinus","49.0569890129279_13.3393002221788_FAE_16_2011","FAE_16","49.056989","13.339300","0","0","2011"
"2","0","Ampedus nigrinus","49.059180436017_13.3385381570068_FAE_11_2008","FAE_11","49.059180","13.338538","0","0","2008"
"16","0","Ampedus nigrinus","49.059180436017_13.3385381570068_FAE_11_2009","FAE_11","49.059180","13.338538","0","0","2009"
"16","0","Ampedus nigrinus","49.059180436017_13.3385381570068_FAE_11_2010","FAE_11","49.059180","13.338538","0","0","2010"
"13","0","Ampedus nigrinus","49.059180436017_13.3385381570068_FAE_11_2011","FAE_11","49.059180","13.338538","0","0","2011"
"4","0","Ampedus nigrinus","49.0600570403771_13.3382332589319_FAE_9_2009","FAE_9","49.060057","13.338233","0","0","2009"
"1","0","Ampedus nigrinus","49.0600570403771_13.3382332589319_FAE_9_2010","FAE_9","49.060057","13.338233","0","0","2010"
"67","0","Ampedus nigrinus","49.0600570403771_13.3382332589319_FAE_9_2011","FAE_9","49.060057","13.338233","0","0","2011"
"4","0","Ampedus nigrinus","49.0609336438955_13.3379283504259_FAE_7_2008","FAE_7","49.060934","13.337928","0","0","2008"
"1","0","Ampedus nigrinus","49.0609336438955_13.3379283504259_FAE_7_2011","FAE_7","49.060934","13.337928","0","0","2011"
"1","0","Ampedus nigrinus","49.0622484561044_13.3374711025087_FAE_4_2008","FAE_4","49.062248","13.337471","0","0","2008"
"4","0","Ampedus nigrinus","49.0622484561044_13.3374711025087_FAE_4_2009","FAE_4","49.062248","13.337471","0","0","2009"
"1","0","Ampedus nigrinus","49.0622484561044_13.3374711025087_FAE_4_2010","FAE_4","49.062248","13.337471","0","0","2010"
"11","0","Ampedus nigrinus","49.0622484561044_13.3374711025087_FAE_4_2011","FAE_4","49.062248","13.337471","0","0","2011"
"2","0","Ampedus nigrinus","49.0626867569168_13.3373186365209_FAE_3_2008","FAE_3","49.062687","13.337319","0","0","2008"
"1","0","Ampedus nigrinus","49.0626867569168_13.3373186365209_FAE_3_2009","FAE_3","49.062687","13.337319","0","0","2009"
"1","0","Ampedus nigrinus","49.0626867569168_13.3373186365209_FAE_3_2010","FAE_3","49.062687","13.337319","0","0","2010"
"15","0","Ampedus nigrinus","49.0626867569168_13.3373186365209_FAE_3_2011","FAE_3","49.062687","13.337319","0","0","2011"
"8","0","Ampedus nigrinus","49.0631250575188_13.3371661679247_FAE_2_2008","FAE_2","49.063125","13.337166","0","0","2008"
"1","0","Ampedus nigrinus","49.0631250575188_13.3371661679247_FAE_2_2009","FAE_2","49.063125","13.337166","0","0","2009"
"1","0","Ampedus nigrinus","49.0631250575188_13.3371661679247_FAE_2_2010","FAE_2","49.063125","13.337166","0","0","2010"
"1","0","Ampedus nigrinus","49.0631250575188_13.3371661679247_FAE_2_2011","FAE_2","49.063125","13.337166","0","0","2011"
"1","0","Ampedus nigrinus","49.0635633579103_13.3370136967201_FAE_1_2010","FAE_1","49.063563","13.337014","0","0","2010"
"2","0","Ampedus nigrinus","49.0635633579103_13.3370136967201_FAE_1_2011","FAE_1","49.063563","13.337014","0","0","2011"
"3","0","Ampedus nigrinus","49.0916817304158_13.2870740684653_FKO_6_2008","FKO_6","49.091682","13.287074","0","0","2008"
"1","0","Ampedus nigrinus","49.0916817304158_13.2870740684653_FKO_6_2009","FKO_6","49.091682","13.287074","0","0","2009"
"1","0","Ampedus nigrinus","49.0916817304158_13.2870740684653_FKO_6_2010","FKO_6","49.091682","13.287074","0","0","2010"
"15","0","Ampedus nigrinus","49.0916817304158_13.2870740684653_FKO_6_2011","FKO_6","49.091682","13.287074","0","0","2011"
"6","0","Ampedus nigrinus","49.091709663612_13.2857055497981_FKO_4_2008","FKO_4","49.091710","13.285706","0","0","2008"
"6","0","Ampedus nigrinus","49.091709663612_13.2857055497981_FKO_4_2009","FKO_4","49.091710","13.285706","0","0","2009"
"11","0","Ampedus nigrinus","49.091709663612_13.2857055497981_FKO_4_2010","FKO_4","49.091710","13.285706","0","0","2010"
"14","0","Ampedus nigrinus","49.091709663612_13.2857055497981_FKO_4_2011","FKO_4","49.091710","13.285706","0","0","2011"
"2","0","Ampedus nigrinus","49.0917514888119_13.2836526987193_FKN_1_2009","FKN_1","49.091751","13.283653","0","0","2009"
"5","0","Ampedus nigrinus","49.0917514888119_13.2836526987193_FKN_1_2011","FKN_1","49.091751","13.283653","0","0","2011"
"2","0","Ampedus nigrinus","49.0930961590571_13.2838139081887_FKN_4_2008","FKN_4","49.093096","13.283814","0","0","2008"
"2","0","Ampedus nigrinus","49.0930961590571_13.2838139081887_FKN_4_2009","FKN_4","49.093096","13.283814","0","0","2009"
"1","0","Ampedus nigrinus","49.0930961590571_13.2838139081887_FKN_4_2010","FKN_4","49.093096","13.283814","0","0","2010"
"7","0","Ampedus nigrinus","49.0930961590571_13.2838139081887_FKN_4_2011","FKN_4","49.093096","13.283814","0","0","2011"
"3","0","Ampedus nigrinus","49.0935443224004_13.2838676452238_FKN_5_2009","FKN_5","49.093544","13.283868","0","0","2009"
"19","0","Ampedus nigrinus","49.0935443224004_13.2838676452238_FKN_5_2011","FKN_5","49.093544","13.283868","0","0","2011"
"4","0","Ampedus nigrinus","49.0966818250726_13.2842437061134_FKN_12_2008","FKN_12","49.096682","13.284244","0","0","2008"
"1","0","Ampedus nigrinus","49.0966818250726_13.2842437061134_FKN_12_2010","FKN_12","49.096682","13.284244","0","0","2010"
"3","0","Ampedus nigrinus","49.0966818250726_13.2842437061134_FKN_12_2011","FKN_12","49.096682","13.284244","0","0","2011"
"5","0","Ampedus nigrinus","49.0975782405244_13.2843512002786_FKN_14_2008","FKN_14","49.097578","13.284351","0","0","2008"
"4","0","Ampedus nigrinus","49.0975782405244_13.2843512002786_FKN_14_2009","FKN_14","49.097578","13.284351","0","0","2009"
"2","0","Ampedus nigrinus","49.0975782405244_13.2843512002786_FKN_14_2010","FKN_14","49.097578","13.284351","0","0","2010"
"8","0","Ampedus nigrinus","49.0975782405244_13.2843512002786_FKN_14_2011","FKN_14","49.097578","13.284351","0","0","2011"
"1","0","Ampedus nigrinus","49.09765741502_13.3054625444759_LAW_18_2008","LAW_18","49.097657","13.305463","0","0","2008"
"3","0","Ampedus nigrinus","49.09765741502_13.3054625444759_LAW_18_2009","LAW_18","49.097657","13.305463","0","0","2009"
"1","0","Ampedus nigrinus","49.09765741502_13.3054625444759_LAW_18_2011","LAW_18","49.097657","13.305463","0","0","2011"
"3","0","Ampedus nigrinus","49.0980264031966_13.28440494777_FKN_15_2008","FKN_15","49.098026","13.284405","0","0","2008"
"6","0","Ampedus nigrinus","49.0980264031966_13.28440494777_FKN_15_2009","FKN_15","49.098026","13.284405","0","0","2009"
"10","0","Ampedus nigrinus","49.0980264031966_13.28440494777_FKN_15_2010","FKN_15","49.098026","13.284405","0","0","2010"
"14","0","Ampedus nigrinus","49.0980264031966_13.28440494777_FKN_15_2011","FKN_15","49.098026","13.284405","0","0","2011"
"3","0","Ampedus nigrinus","49.1029015829753_13.3015322856701_LAW_5_2010","LAW_5","49.102902","13.301532","0","0","2010"
"7","0","Ampedus nigrinus","49.1029015829753_13.3015322856701_LAW_5_2011","LAW_5","49.102902","13.301532","0","0","2011"
"10","0","Ampedus nigrinus","49.1040906137965_13.3063848012006_LAO_3_2011","LAO_3","49.104091","13.306385","0","0","2011"
"1","0","Ampedus sanguineus","49.1029015829753_13.3015322856701_LAW_5_2010","LAW_5","49.102902","13.301532","0","0","2010"
"2","0","Anaspis ruficollis","49.0600570403771_13.3382332589319_FAE_9_2011","FAE_9","49.060057","13.338233","0","0","2011"
"1","0","Anaspis ruficollis","49.0917514888119_13.2836526987193_FKN_1_2011","FKN_1","49.091751","13.283653","0","0","2011"
"1","0","Anaspis ruficollis","49.0975782405244_13.2843512002786_FKN_14_2011","FKN_14","49.097578","13.284351","0","0","2011"
"1","0","Anaspis rufilabris","49.0534825802503_13.3405194691253_FAE_24_2008","FAE_24","49.053483","13.340519","0","0","2008"
"4","0","Anaspis rufilabris","49.0534825802503_13.3405194691253_FAE_24_2010","FAE_24","49.053483","13.340519","0","0","2010"
"1","0","Anaspis rufilabris","49.054797494677_13.3400622197705_FAE_21_2008","FAE_21","49.054797","13.340062","0","0","2008"
"1","0","Anaspis rufilabris","49.054797494677_13.3400622197705_FAE_21_2010","FAE_21","49.054797","13.340062","0","0","2010"
"1","0","Anaspis rufilabris","49.0561124056231_13.3396050837537_FAE_18_2008","FAE_18","49.056112","13.339605","0","0","2008"
"2","0","Anaspis rufilabris","49.0569890129279_13.3393002221788_FAE_16_2008","FAE_16","49.056989","13.339300","0","0","2008"
"3","0","Anaspis rufilabris","49.0569890129279_13.3393002221788_FAE_16_2010","FAE_16","49.056989","13.339300","0","0","2010"
"4","0","Anaspis rufilabris","49.059180436017_13.3385381570068_FAE_11_2008","FAE_11","49.059180","13.338538","0","0","2008"
"1","0","Anaspis rufilabris","49.059180436017_13.3385381570068_FAE_11_2009","FAE_11","49.059180","13.338538","0","0","2009"
"2","0","Anaspis rufilabris","49.059180436017_13.3385381570068_FAE_11_2010","FAE_11","49.059180","13.338538","0","0","2010"
"1","0","Anaspis rufilabris","49.059180436017_13.3385381570068_FAE_11_2011","FAE_11","49.059180","13.338538","0","0","2011"
"3","0","Anaspis rufilabris","49.0600570403771_13.3382332589319_FAE_9_2008","FAE_9","49.060057","13.338233","0","0","2008"
"11","0","Anaspis rufilabris","49.0600570403771_13.3382332589319_FAE_9_2009","FAE_9","49.060057","13.338233","0","0","2009"
"2","0","Anaspis rufilabris","49.0600570403771_13.3382332589319_FAE_9_2010","FAE_9","49.060057","13.338233","0","0","2010"
"4","0","Anaspis rufilabris","49.0600570403771_13.3382332589319_FAE_9_2011","FAE_9","49.060057","13.338233","0","0","2011"
"4","0","Anaspis rufilabris","49.0609336438955_13.3379283504259_FAE_7_2008","FAE_7","49.060934","13.337928","0","0","2008"
"1","0","Anaspis rufilabris","49.0609336438955_13.3379283504259_FAE_7_2009","FAE_7","49.060934","13.337928","0","0","2009"
"1","0","Anaspis rufilabris","49.0609336438955_13.3379283504259_FAE_7_2011","FAE_7","49.060934","13.337928","0","0","2011"
"3","0","Anaspis rufilabris","49.0622484561044_13.3374711025087_FAE_4_2008","FAE_4","49.062248","13.337471","0","0","2008"
"3","0","Anaspis rufilabris","49.0622484561044_13.3374711025087_FAE_4_2009","FAE_4","49.062248","13.337471","0","0","2009"
"1","0","Anaspis rufilabris","49.0622484561044_13.3374711025087_FAE_4_2010","FAE_4","49.062248","13.337471","0","0","2010"
"2","0","Anaspis rufilabris","49.0622484561044_13.3374711025087_FAE_4_2011","FAE_4","49.062248","13.337471","0","0","2011"
"2","0","Anaspis rufilabris","49.0626867569168_13.3373186365209_FAE_3_2008","FAE_3","49.062687","13.337319","0","0","2008"
"3","0","Anaspis rufilabris","49.0626867569168_13.3373186365209_FAE_3_2009","FAE_3","49.062687","13.337319","0","0","2009"
"2","0","Anaspis rufilabris","49.0626867569168_13.3373186365209_FAE_3_2010","FAE_3","49.062687","13.337319","0","0","2010"
"1","0","Anaspis rufilabris","49.0626867569168_13.3373186365209_FAE_3_2011","FAE_3","49.062687","13.337319","0","0","2011"
"1","0","Anaspis rufilabris","49.0631250575188_13.3371661679247_FAE_2_2008","FAE_2","49.063125","13.337166","0","0","2008"
"1","0","Anaspis rufilabris","49.0631250575188_13.3371661679247_FAE_2_2009","FAE_2","49.063125","13.337166","0","0","2009"
"1","0","Anaspis rufilabris","49.0631250575188_13.3371661679247_FAE_2_2010","FAE_2","49.063125","13.337166","0","0","2010"
"1","0","Anaspis rufilabris","49.0631250575188_13.3371661679247_FAE_2_2011","FAE_2","49.063125","13.337166","0","0","2011"
